Q,Intensity
1.000000000000000000e+00,1.932911736249584133e-03
2.000000000000000000e+00,3.079504363739637963e-04
3.000000000000000000e+00,2.438306126332375173e-04
4.000000000000000000e+00,1.646897187518766821e-04
5.000000000000000000e+00,1.076912860235006565e-04
6.000000000000000000e+00,6.687693441664349550e-05
7.000000000000000000e+00,8.491143524839537703e-05
8.000000000000000000e+00,4.918951676368294454e-05
9.000000000000000000e+00,6.985990841154513366e-05
1.000000000000000000e+01,5.164329457087373594e-05
1.100000000000000000e+01,5.031832549486824286e-05
1.200000000000000000e+01,3.004304569404109054e-05
1.300000000000000000e+01,4.069324276478383920e-05
1.400000000000000000e+01,2.535856966651220130e-05
1.500000000000000000e+01,1.899475661851088092e-05
1.600000000000000000e+01,1.485388266406533927e-05
1.700000000000000000e+01,1.822487512933309198e-05
1.800000000000000000e+01,1.506506259575397105e-05
1.900000000000000000e+01,1.347377774258634798e-05
2.000000000000000000e+01,1.086547762771187511e-05
2.100000000000000000e+01,8.221457277668133557e-06
2.200000000000000000e+01,9.593244020751782317e-06
2.300000000000000000e+01,1.077255518178792862e-05
2.400000000000000000e+01,7.227789457464671098e-06
2.500000000000000000e+01,6.414227705480805921e-06
2.600000000000000000e+01,4.766846606527037997e-06
2.700000000000000000e+01,4.106948486270236895e-06
2.800000000000000000e+01,3.753629755091356726e-06
2.900000000000000000e+01,4.591457587132347617e-06
3.000000000000000000e+01,4.653740509423947085e-06
3.100000000000000000e+01,4.757587762186311099e-06
3.200000000000000000e+01,4.449347307960639216e-06
3.300000000000000000e+01,5.172746863382735116e-06
3.400000000000000000e+01,3.232415757395077392e-06
3.500000000000000000e+01,2.205472119622916578e-06
3.600000000000000000e+01,1.761435985498317076e-06
3.700000000000000000e+01,1.968080953635042300e-06
3.800000000000000000e+01,1.690700629387255652e-06
3.900000000000000000e+01,1.486404770275146597e-06
4.000000000000000000e+01,1.463107872825708668e-06
4.100000000000000000e+01,1.811185457484820052e-06
4.200000000000000000e+01,1.910537118626553588e-06
4.300000000000000000e+01,1.991572352382189095e-06
4.400000000000000000e+01,1.919758841193860335e-06
4.500000000000000000e+01,2.055508879414150590e-06
4.600000000000000000e+01,1.408655874628366287e-06
4.700000000000000000e+01,1.213314191105270538e-06
4.800000000000000000e+01,1.127750949595958907e-06
4.900000000000000000e+01,9.201354300411954193e-07
5.000000000000000000e+01,8.861051214852829845e-07
5.100000000000000000e+01,1.154727776124420137e-06
5.200000000000000000e+01,7.495043673756610646e-07
5.300000000000000000e+01,4.994580307874529155e-07
5.400000000000000000e+01,6.569765263542126565e-07
5.500000000000000000e+01,7.720756319269442549e-07
5.600000000000000000e+01,7.929884146979590392e-07
5.700000000000000000e+01,7.585398442824658256e-07
5.800000000000000000e+01,6.537936647352559218e-07
5.900000000000000000e+01,7.155858475031116174e-07
6.000000000000000000e+01,7.163005071203662021e-07
6.100000000000000000e+01,6.962919674301317860e-07
6.200000000000000000e+01,5.053274769326413914e-07
