Q,Intensity
1.000000000000000000e+00,2.580194394466018074e-03
2.000000000000000000e+00,4.054663932142723378e-04
3.000000000000000000e+00,3.251103079687552976e-04
4.000000000000000000e+00,2.207291722434923575e-04
5.000000000000000000e+00,1.444836023484059276e-04
6.000000000000000000e+00,8.816736548264780620e-05
7.000000000000000000e+00,1.104652148866051262e-04
8.000000000000000000e+00,6.240843226236159568e-05
9.000000000000000000e+00,8.563975055442003131e-05
1.000000000000000000e+01,6.265066002727186928e-05
1.100000000000000000e+01,5.993995247579250865e-05
1.200000000000000000e+01,3.462250709163558357e-05
1.300000000000000000e+01,4.779464339930164724e-05
1.400000000000000000e+01,2.781163138370839298e-05
1.500000000000000000e+01,2.071760061490964262e-05
1.600000000000000000e+01,1.597638939633683802e-05
1.700000000000000000e+01,1.979398636118250479e-05
1.800000000000000000e+01,1.513951895555092622e-05
1.900000000000000000e+01,1.262484185909956378e-05
2.000000000000000000e+01,1.071190007628534226e-05
2.100000000000000000e+01,7.805590079132284072e-06
2.200000000000000000e+01,9.410339412869022513e-06
2.300000000000000000e+01,1.010809803771178912e-05
2.400000000000000000e+01,6.502113799014434868e-06
2.500000000000000000e+01,5.821864299672783332e-06
2.600000000000000000e+01,4.283668582498723597e-06
2.700000000000000000e+01,3.829272366084803076e-06
2.800000000000000000e+01,3.674176337768204186e-06
2.900000000000000000e+01,4.659033949869802042e-06
3.000000000000000000e+01,4.421481344828708258e-06
3.100000000000000000e+01,4.677108589127975879e-06
3.200000000000000000e+01,4.296780338909840150e-06
3.300000000000000000e+01,4.740978261025971543e-06
3.400000000000000000e+01,3.055218034272566705e-06
3.500000000000000000e+01,2.291502722830771952e-06
3.600000000000000000e+01,1.921208799298677125e-06
3.700000000000000000e+01,2.356180376593958938e-06
3.800000000000000000e+01,2.010043726036190999e-06
3.900000000000000000e+01,1.591548226519841012e-06
4.000000000000000000e+01,1.499478026820941914e-06
4.100000000000000000e+01,1.820199910579875207e-06
4.200000000000000000e+01,2.004097583150365527e-06
4.300000000000000000e+01,1.867767282273058477e-06
4.400000000000000000e+01,1.824286646938280731e-06
4.500000000000000000e+01,1.867437697541884413e-06
4.600000000000000000e+01,1.301562914798911204e-06
4.700000000000000000e+01,1.333713497047480620e-06
4.800000000000000000e+01,1.035967377093404274e-06
4.900000000000000000e+01,1.014287144741648206e-06
5.000000000000000000e+01,9.581818174254612560e-07
5.100000000000000000e+01,1.062010936014933640e-06
5.200000000000000000e+01,7.598319823219461969e-07
5.300000000000000000e+01,4.916516809672536484e-07
5.400000000000000000e+01,6.791978096592507061e-07
5.500000000000000000e+01,7.563672366108812418e-07
5.600000000000000000e+01,6.611493050584601306e-07
5.700000000000000000e+01,7.455618070944881704e-07
5.800000000000000000e+01,6.969936831170307463e-07
5.900000000000000000e+01,6.139355145045401875e-07
6.000000000000000000e+01,6.756089405820564433e-07
6.100000000000000000e+01,5.860721280055097340e-07
6.200000000000000000e+01,5.225492171113728641e-07
6.300000000000000000e+01,5.178860431129543117e-07
6.400000000000000000e+01,4.616667539324790416e-07
6.500000000000000000e+01,5.085191236904875986e-07
6.600000000000000000e+01,5.050748851737501688e-07
6.700000000000000000e+01,4.616898731144274439e-07
6.800000000000000000e+01,4.221343057851758595e-07
6.900000000000000000e+01,3.245623688964317529e-07
7.000000000000000000e+01,3.372457625609179344e-07
7.100000000000000000e+01,3.780006911484235603e-07
7.200000000000000000e+01,3.108396563057484196e-07
7.300000000000000000e+01,3.657218999961119917e-07
7.400000000000000000e+01,3.318813628614473787e-07
7.500000000000000000e+01,3.692237610425455166e-07
7.600000000000000000e+01,3.123419101965927436e-07
7.700000000000000000e+01,2.700102331192758100e-07
7.800000000000000000e+01,2.910701539634180246e-07
7.900000000000000000e+01,2.746012104679439662e-07
8.000000000000000000e+01,2.569708015811839786e-07
8.100000000000000000e+01,2.346192048003371229e-07
8.200000000000000000e+01,2.036821626345269283e-07
8.300000000000000000e+01,1.905383735977597387e-07
8.400000000000000000e+01,2.172109619496007122e-07
8.500000000000000000e+01,2.262150651962578402e-07
8.600000000000000000e+01,2.076983627582514810e-07
8.700000000000000000e+01,2.013395170991084100e-07
8.800000000000000000e+01,2.402270436744899485e-07
8.900000000000000000e+01,1.906468668032215346e-07
9.000000000000000000e+01,1.672310517674246319e-07
9.100000000000000000e+01,1.684552814089933482e-07
9.200000000000000000e+01,1.550903595716159755e-07
9.300000000000000000e+01,1.476116717339310296e-07
9.400000000000000000e+01,1.131752419622366345e-07
9.500000000000000000e+01,1.190382960061825054e-07
9.600000000000000000e+01,1.214325851826541082e-07
9.700000000000000000e+01,1.511830495101143464e-07
9.800000000000000000e+01,1.732897331501333039e-07
9.900000000000000000e+01,1.753881494463074235e-07
1.000000000000000000e+02,1.860026590543449541e-07
1.010000000000000000e+02,1.482799688914146593e-07
1.020000000000000000e+02,1.304072041793255139e-07
1.030000000000000000e+02,1.254685824541678324e-07
1.040000000000000000e+02,1.074724755696068801e-07
1.050000000000000000e+02,1.147172978726984289e-07
1.060000000000000000e+02,1.194258961235361754e-07
1.070000000000000000e+02,1.048475479503798720e-07
1.080000000000000000e+02,9.259276226186403166e-08
1.090000000000000000e+02,1.031331002122911726e-07
1.100000000000000000e+02,1.135283893767103767e-07
1.110000000000000000e+02,8.935911234101360733e-08
1.120000000000000000e+02,9.389976859470451158e-08
1.130000000000000000e+02,9.938033717623871625e-08
1.140000000000000000e+02,9.315686699065939605e-08
1.150000000000000000e+02,9.264035648094912774e-08
1.160000000000000000e+02,8.459416967965931688e-08
1.170000000000000000e+02,8.863552086252414050e-08
1.180000000000000000e+02,8.160994798351854956e-08
1.190000000000000000e+02,9.285330340759990896e-08
1.200000000000000000e+02,8.369554116480270044e-08
1.210000000000000000e+02,7.649984339652162925e-08
1.220000000000000000e+02,5.985663384171135362e-08
1.230000000000000000e+02,7.258258376843822081e-08
1.240000000000000000e+02,6.917870791024545059e-08
1.250000000000000000e+02,5.656381177977373899e-08
1.260000000000000000e+02,5.194671993154442374e-08
1.270000000000000000e+02,4.757461136453674821e-08
1.280000000000000000e+02,4.751335504707552433e-08
1.290000000000000000e+02,5.362122704496680575e-08
1.300000000000000000e+02,6.931173297682577723e-08
1.310000000000000000e+02,6.677569226738430290e-08
1.320000000000000000e+02,6.310464170923209817e-08
1.330000000000000000e+02,7.058505180990571255e-08
1.340000000000000000e+02,6.670912650553218487e-08
1.350000000000000000e+02,6.280629484017078374e-08
1.360000000000000000e+02,5.979503769281756512e-08
1.370000000000000000e+02,5.010980536166948031e-08
1.380000000000000000e+02,5.308439530227461700e-08
1.390000000000000000e+02,5.189547872539519378e-08
1.400000000000000000e+02,5.247940140328642350e-08
1.410000000000000000e+02,4.199004869044108241e-08
1.420000000000000000e+02,4.278445110450208370e-08
1.430000000000000000e+02,4.101581611766553130e-08
1.440000000000000000e+02,3.977531923262097884e-08
1.450000000000000000e+02,4.382668687134153400e-08
1.460000000000000000e+02,4.070026405659752254e-08
1.470000000000000000e+02,4.642121671437730282e-08
1.480000000000000000e+02,4.674220801316165063e-08
1.490000000000000000e+02,3.952901613158737694e-08
1.500000000000000000e+02,3.960280657192864179e-08
1.510000000000000000e+02,4.000803635609285770e-08
1.520000000000000000e+02,3.827223838673364102e-08
1.530000000000000000e+02,3.262413440732616465e-08
1.540000000000000000e+02,3.238102248651845103e-08
1.550000000000000000e+02,4.018451815029744416e-08
1.560000000000000000e+02,3.218900668738990790e-08
1.570000000000000000e+02,3.348477319169662096e-08
1.580000000000000000e+02,3.427098115535712546e-08
1.590000000000000000e+02,3.077769059789636392e-08
1.600000000000000000e+02,2.968546251062795167e-08
1.610000000000000000e+02,2.774331709550592360e-08
1.620000000000000000e+02,3.192847300561851015e-08
1.630000000000000000e+02,4.283847236937823154e-08
1.640000000000000000e+02,3.386078052735095768e-08
1.650000000000000000e+02,2.925895791603910715e-08
1.660000000000000000e+02,3.399559103092588176e-08
1.670000000000000000e+02,3.064063068377631734e-08
1.680000000000000000e+02,3.129474340924141160e-08
1.690000000000000000e+02,2.274065716099336667e-08
1.700000000000000000e+02,2.300473848695048887e-08
1.710000000000000000e+02,2.589716890819184039e-08
1.720000000000000000e+02,2.645244463520262014e-08
1.730000000000000000e+02,3.155403132076710140e-08
1.740000000000000000e+02,2.843133764587302805e-08
1.750000000000000000e+02,2.927965597191697435e-08
1.760000000000000000e+02,3.013897976242447986e-08
1.770000000000000000e+02,2.627243846414186380e-08
1.780000000000000000e+02,3.101256351615183237e-08
1.790000000000000000e+02,2.799357282448493512e-08
1.800000000000000000e+02,3.195001566382494164e-08
1.810000000000000000e+02,2.814366937227216232e-08
1.820000000000000000e+02,2.000395185162181037e-08
1.830000000000000000e+02,1.835828864218245653e-08
1.840000000000000000e+02,1.836043172571377351e-08
1.850000000000000000e+02,2.020216033513291262e-08
1.860000000000000000e+02,1.865444386352215591e-08
1.870000000000000000e+02,1.761826421739861344e-08
1.880000000000000000e+02,1.684072729382497677e-08
1.890000000000000000e+02,1.652442464806067850e-08
1.900000000000000000e+02,1.901067999363626582e-08
1.910000000000000000e+02,2.233016882764150044e-08
1.920000000000000000e+02,1.943567427553470389e-08
1.930000000000000000e+02,1.672865608384002254e-08
1.940000000000000000e+02,1.713616075851854369e-08
1.950000000000000000e+02,1.971195235542977761e-08
1.960000000000000000e+02,1.784281789054080213e-08
1.970000000000000000e+02,1.701513895806088263e-08
1.980000000000000000e+02,1.896602221067906353e-08
1.990000000000000000e+02,1.861321181977972213e-08
2.000000000000000000e+02,1.716197517526660861e-08
2.010000000000000000e+02,1.704219509045347446e-08
2.020000000000000000e+02,1.578052071836886757e-08
2.030000000000000000e+02,1.460659232770928206e-08
2.040000000000000000e+02,1.857053867377412769e-08
2.050000000000000000e+02,1.797152139000439914e-08
2.060000000000000000e+02,1.484509687375717332e-08
2.070000000000000000e+02,1.669454561060335929e-08
2.080000000000000000e+02,1.582438067545128173e-08
2.090000000000000000e+02,1.247632191070344951e-08
2.100000000000000000e+02,1.330157052735630315e-08
2.110000000000000000e+02,1.224746398954834243e-08
2.120000000000000000e+02,1.314428542354572766e-08
2.130000000000000000e+02,1.641057022944772823e-08
2.140000000000000000e+02,1.211038345605639101e-08
2.150000000000000000e+02,1.492300959963657367e-08
2.160000000000000000e+02,1.236711854311368474e-08
2.170000000000000000e+02,1.362066189008384130e-08
2.180000000000000000e+02,1.371133610967888908e-08
2.190000000000000000e+02,1.249448330241045670e-08
2.200000000000000000e+02,1.030028278478827467e-08
2.210000000000000000e+02,1.125875729269913235e-08
2.220000000000000000e+02,1.195155361833383795e-08
2.230000000000000000e+02,1.302066018675544093e-08
2.240000000000000000e+02,9.415465791868840904e-09
2.250000000000000000e+02,7.640541012907332557e-09
2.260000000000000000e+02,7.243259589247776117e-09
2.270000000000000000e+02,6.936358507589461695e-09
2.280000000000000000e+02,6.866119776804137780e-09
2.290000000000000000e+02,5.701168140206558638e-09
2.300000000000000000e+02,5.567984487235635994e-09
