Q,Intensity
1.000000000000000000e+00,1.096430975069836522e-03
2.000000000000000000e+00,1.787974133667381534e-04
3.000000000000000000e+00,1.391077720364292201e-04
4.000000000000000000e+00,9.227350654464134465e-05
5.000000000000000000e+00,6.018338497557717659e-05
6.000000000000000000e+00,3.774334934489991937e-05
7.000000000000000000e+00,4.923197764399804799e-05
8.000000000000000000e+00,2.924476156726413956e-05
9.000000000000000000e+00,4.441222005783365743e-05
1.000000000000000000e+01,3.300248332399162161e-05
1.100000000000000000e+01,3.244376168264299101e-05
1.200000000000000000e+01,2.055392208205994209e-05
1.300000000000000000e+01,2.694736059347088616e-05
1.400000000000000000e+01,1.823401087185748658e-05
1.500000000000000000e+01,1.379645355677297648e-05
1.600000000000000000e+01,1.090646550244872174e-05
1.700000000000000000e+01,1.323379460801763116e-05
1.800000000000000000e+01,1.216694330424177782e-05
1.900000000000000000e+01,1.182274132925800010e-05
2.000000000000000000e+01,9.276823273487260670e-06
2.100000000000000000e+01,7.400744882892940547e-06
2.200000000000000000e+01,8.242230399079518069e-06
2.300000000000000000e+01,1.012660661482928529e-05
2.400000000000000000e+01,6.923763511463977522e-06
2.500000000000000000e+01,6.380080934040626022e-06
2.600000000000000000e+01,5.177891778591697873e-06
2.700000000000000000e+01,4.373477310868957330e-06
2.800000000000000000e+01,4.113088300268242596e-06
2.900000000000000000e+01,4.377370345426604023e-06
3.000000000000000000e+01,4.906367935506980970e-06
3.100000000000000000e+01,4.817319326967433212e-06
3.200000000000000000e+01,4.539733087134194777e-06
3.300000000000000000e+01,5.429667337585312759e-06
3.400000000000000000e+01,3.512669596922066604e-06
3.500000000000000000e+01,2.411786056820054695e-06
3.600000000000000000e+01,1.955741105334131733e-06
3.700000000000000000e+01,1.822070667275449497e-06
3.800000000000000000e+01,1.578179950449338159e-06
3.900000000000000000e+01,1.380814122636581217e-06
4.000000000000000000e+01,1.408098599653115993e-06
4.100000000000000000e+01,1.903356776136515635e-06
4.200000000000000000e+01,2.006182759313004705e-06
4.300000000000000000e+01,1.911116005154404938e-06
4.400000000000000000e+01,1.796018381698759739e-06
4.500000000000000000e+01,2.090184074091977562e-06
4.600000000000000000e+01,1.257506553336881499e-06
4.700000000000000000e+01,9.482402275567168539e-07
4.800000000000000000e+01,1.175028116537886782e-06
4.900000000000000000e+01,7.226427110944786951e-07
5.000000000000000000e+01,7.568262517564232264e-07
5.100000000000000000e+01,9.721751947053340734e-07
5.200000000000000000e+01,6.156831598307703275e-07
5.300000000000000000e+01,6.300400885906833464e-07
5.400000000000000000e+01,5.865229564514303018e-07
5.500000000000000000e+01,7.632303813105746273e-07
5.600000000000000000e+01,7.963710975037609728e-07
5.700000000000000000e+01,7.200424702381994232e-07
5.800000000000000000e+01,7.518890945567934953e-07
5.900000000000000000e+01,8.513620309137343832e-07
6.000000000000000000e+01,8.552560760026427460e-07
6.100000000000000000e+01,7.454384882007874175e-07
6.200000000000000000e+01,5.199516609826994420e-07
6.300000000000000000e+01,4.564368855827658733e-07
6.400000000000000000e+01,5.374886899006370962e-07
6.500000000000000000e+01,4.255775243195665734e-07
6.600000000000000000e+01,3.879930011896719611e-07
6.700000000000000000e+01,3.130374001468090153e-07
6.800000000000000000e+01,4.104049626001083600e-07
6.900000000000000000e+01,4.096402848061924384e-07
7.000000000000000000e+01,2.816817018298042389e-07
7.100000000000000000e+01,3.426070236746844761e-07
7.200000000000000000e+01,3.170989552461958121e-07
7.300000000000000000e+01,3.270176217703635735e-07
7.400000000000000000e+01,3.300107029419764274e-07
7.500000000000000000e+01,4.100251858712540429e-07
7.600000000000000000e+01,3.442989219641523346e-07
7.700000000000000000e+01,2.948146899502736044e-07
7.800000000000000000e+01,2.653922530201659913e-07
7.900000000000000000e+01,3.108118120032533183e-07
