Q,Intensity
1.000000000000000000e+00,3.029907618576199030e-04
2.000000000000000000e+00,6.286728832287151144e-05
3.000000000000000000e+00,3.739457091396320104e-05
4.000000000000000000e+00,2.842540933505513281e-05
5.000000000000000000e+00,1.209363820938789931e-05
6.000000000000000000e+00,1.584320183250721018e-05
7.000000000000000000e+00,9.200323407344016208e-06
8.000000000000000000e+00,7.710741231759074389e-06
9.000000000000000000e+00,7.238292094264336244e-06
1.000000000000000000e+01,8.116228463886928114e-06
1.100000000000000000e+01,6.355762793502791363e-06
1.200000000000000000e+01,4.119578226502486961e-06
1.300000000000000000e+01,3.864832568538937647e-06
1.400000000000000000e+01,4.622562838348218302e-06
1.500000000000000000e+01,6.900991955022588900e-06
1.600000000000000000e+01,4.598029354086960881e-06
1.700000000000000000e+01,3.342937308775173237e-06
1.800000000000000000e+01,2.495341716829300081e-06
1.900000000000000000e+01,2.656677896130907441e-06
2.000000000000000000e+01,3.124446130292911557e-06
2.100000000000000000e+01,3.635429999880366274e-06
2.200000000000000000e+01,4.165226562663507117e-06
2.300000000000000000e+01,3.106164654589150283e-06
2.400000000000000000e+01,3.119409100774983606e-06
2.500000000000000000e+01,2.358070451990940020e-06
2.600000000000000000e+01,1.777522792391940158e-06
2.700000000000000000e+01,1.415115032726720295e-06
2.800000000000000000e+01,1.738193467507411758e-06
2.900000000000000000e+01,1.644176534041582194e-06
3.000000000000000000e+01,2.014227228409971366e-06
3.100000000000000000e+01,2.381549165219324705e-06
3.200000000000000000e+01,2.141329010182497199e-06
3.300000000000000000e+01,1.612223886073146623e-06
3.400000000000000000e+01,1.682635202330067137e-06
3.500000000000000000e+01,1.706399056232390104e-06
3.600000000000000000e+01,1.472884455908451682e-06
3.700000000000000000e+01,1.409006416078725530e-06
3.800000000000000000e+01,7.975821410100353386e-07
3.900000000000000000e+01,8.067323758404139780e-07
4.000000000000000000e+01,1.079954573960126137e-06
4.100000000000000000e+01,1.200013452681792316e-06
4.200000000000000000e+01,7.940257396696548500e-07
4.300000000000000000e+01,7.473966141771722222e-07
4.400000000000000000e+01,1.083167903054354310e-06
4.500000000000000000e+01,1.271967850160056732e-06
4.600000000000000000e+01,1.175919810566867386e-06
4.700000000000000000e+01,9.833625453322992371e-07
4.800000000000000000e+01,6.133189719581223920e-07
4.900000000000000000e+01,6.879422937488082648e-07
5.000000000000000000e+01,8.080313762262574608e-07
5.100000000000000000e+01,7.431990591013021881e-07
5.200000000000000000e+01,8.155370307761612062e-07
5.300000000000000000e+01,5.836761395182148294e-07
5.400000000000000000e+01,5.005846289304919036e-07
5.500000000000000000e+01,3.655700847170971377e-07
5.600000000000000000e+01,4.969554532821633449e-07
5.700000000000000000e+01,3.202196962871352757e-07
5.800000000000000000e+01,3.720637719679842018e-07
