Q,Intensity
1.000000000000000000e+00,9.486760575363724444e-05
2.000000000000000000e+00,3.289457301207978886e-05
3.000000000000000000e+00,1.643572720400551676e-05
4.000000000000000000e+00,2.265113865742049998e-05
5.000000000000000000e+00,1.908554409785997544e-05
6.000000000000000000e+00,9.116691903171333860e-06
7.000000000000000000e+00,9.483228202431295332e-06
8.000000000000000000e+00,1.122850249165594060e-05
9.000000000000000000e+00,8.828511919673891770e-06
1.000000000000000000e+01,7.329914290748876089e-06
1.100000000000000000e+01,7.249515034260663285e-06
1.200000000000000000e+01,7.633947909506789045e-06
1.300000000000000000e+01,5.560793029644908224e-06
1.400000000000000000e+01,4.804679691454722066e-06
1.500000000000000000e+01,5.215992959748072489e-06
1.600000000000000000e+01,4.479097961007789886e-06
1.700000000000000000e+01,4.655413838725177035e-06
1.800000000000000000e+01,2.681629854083371718e-06
1.900000000000000000e+01,3.338126751122952776e-06
2.000000000000000000e+01,3.976603961627447744e-06
2.100000000000000000e+01,2.928311454344746037e-06
2.200000000000000000e+01,2.687888132421529615e-06
2.300000000000000000e+01,2.666200288696068142e-06
2.400000000000000000e+01,3.565639625856057939e-06
2.500000000000000000e+01,2.472865968652967401e-06
2.600000000000000000e+01,1.817565033006317037e-06
2.700000000000000000e+01,1.885597300435042206e-06
2.800000000000000000e+01,2.129263082634772638e-06
2.900000000000000000e+01,2.674418979095540755e-06
3.000000000000000000e+01,1.733425607957194271e-06
3.100000000000000000e+01,1.453655015694312831e-06
3.200000000000000000e+01,1.485987887367599003e-06
3.300000000000000000e+01,1.527458543912933225e-06
3.400000000000000000e+01,1.714020661891635698e-06
3.500000000000000000e+01,1.441742114123391720e-06
3.600000000000000000e+01,1.301827672773727305e-06
3.700000000000000000e+01,1.184023234488488998e-06
3.800000000000000000e+01,1.163553496956259794e-06
3.900000000000000000e+01,1.304301626376449733e-06
4.000000000000000000e+01,1.070856513876622877e-06
4.100000000000000000e+01,9.659814375220171373e-07
4.200000000000000000e+01,1.064400060851773296e-06
4.300000000000000000e+01,7.004966015645321708e-07
4.400000000000000000e+01,1.217426602299602672e-06
4.500000000000000000e+01,8.914055719014832299e-07
4.600000000000000000e+01,8.457960260513830308e-07
4.700000000000000000e+01,6.597940066506938671e-07
4.800000000000000000e+01,7.969540095358030622e-07
4.900000000000000000e+01,6.340631529115399591e-07
5.000000000000000000e+01,6.503471963401180759e-07
5.100000000000000000e+01,5.123665438033340225e-07
5.200000000000000000e+01,5.904565367979902579e-07
5.300000000000000000e+01,7.242815719378708308e-07
5.400000000000000000e+01,5.955878226333383290e-07
5.500000000000000000e+01,4.630777479534646699e-07
5.600000000000000000e+01,4.312875815203643737e-07
5.700000000000000000e+01,4.361145814588490237e-07
5.800000000000000000e+01,4.538418282991052866e-07
5.900000000000000000e+01,4.655709219453340970e-07
6.000000000000000000e+01,3.037831078208191624e-07
6.100000000000000000e+01,2.761762475628474843e-07
6.200000000000000000e+01,3.353743498446164860e-07
6.300000000000000000e+01,4.207716074296295447e-07
6.400000000000000000e+01,3.999383288745310145e-07
6.500000000000000000e+01,2.681406603887756054e-07
6.600000000000000000e+01,2.603632840738004303e-07
6.700000000000000000e+01,2.300968097695922662e-07
6.800000000000000000e+01,2.655651120349714149e-07
6.900000000000000000e+01,2.473098933766964012e-07
7.000000000000000000e+01,2.600660330332121964e-07
7.100000000000000000e+01,2.431950341950493398e-07
7.200000000000000000e+01,1.543223657490323446e-07
7.300000000000000000e+01,1.886862480553452909e-07
7.400000000000000000e+01,1.898308001590891095e-07
7.500000000000000000e+01,1.714744430716979075e-07
7.600000000000000000e+01,1.399932893401468499e-07
7.700000000000000000e+01,1.427888014593613612e-07
7.800000000000000000e+01,1.601874822100197068e-07
7.900000000000000000e+01,1.779244936624244066e-07
8.000000000000000000e+01,1.268321238445060130e-07
8.100000000000000000e+01,1.260383891794587149e-07
8.200000000000000000e+01,1.367504457550512339e-07
8.300000000000000000e+01,1.292058193220199079e-07
8.400000000000000000e+01,1.241754899790522292e-07
8.500000000000000000e+01,8.584468708831460801e-08
8.600000000000000000e+01,1.022629378609115593e-07
8.700000000000000000e+01,1.010904974547312294e-07
8.800000000000000000e+01,9.618931031715187446e-08
8.900000000000000000e+01,7.505105359096196528e-08
9.000000000000000000e+01,7.374928337169710396e-08
9.100000000000000000e+01,9.255903288856925803e-08
9.200000000000000000e+01,1.010483245820875430e-07
9.300000000000000000e+01,7.371454007023932795e-08
9.400000000000000000e+01,7.838565713058528056e-08
9.500000000000000000e+01,8.096893243486809829e-08
9.600000000000000000e+01,7.038123473380709043e-08
9.700000000000000000e+01,6.310334618051548324e-08
9.800000000000000000e+01,5.889741294212250065e-08
9.900000000000000000e+01,6.983438927553752490e-08
1.000000000000000000e+02,6.420247782486914364e-08
1.010000000000000000e+02,5.432049197596383608e-08
1.020000000000000000e+02,4.936362424158565214e-08
1.030000000000000000e+02,5.517220887591903337e-08
1.040000000000000000e+02,6.551285879670219672e-08
1.050000000000000000e+02,6.166176044559701067e-08
1.060000000000000000e+02,5.262267372381929869e-08
1.070000000000000000e+02,6.759572828374318417e-08
1.080000000000000000e+02,4.788738320006426233e-08
1.090000000000000000e+02,4.959385734038904201e-08
1.100000000000000000e+02,4.281938213517100382e-08
1.110000000000000000e+02,4.320995381832406521e-08
1.120000000000000000e+02,5.222417499762200581e-08
1.130000000000000000e+02,5.043250611363094594e-08
1.140000000000000000e+02,4.656269525927629894e-08
1.150000000000000000e+02,5.038728507611755172e-08
1.160000000000000000e+02,4.507642323537704772e-08
1.170000000000000000e+02,5.193951488705267104e-08
1.180000000000000000e+02,4.649079098164017581e-08
1.190000000000000000e+02,4.258275530552654716e-08
1.200000000000000000e+02,4.495770849683030281e-08
1.210000000000000000e+02,3.822400167468323166e-08
1.220000000000000000e+02,3.663224124720901489e-08
1.230000000000000000e+02,3.166831997226833207e-08
1.240000000000000000e+02,4.524789687698652955e-08
1.250000000000000000e+02,4.643260425889757489e-08
1.260000000000000000e+02,4.371301722938782259e-08
1.270000000000000000e+02,4.908342099727802857e-08
1.280000000000000000e+02,4.846323761504906056e-08
1.290000000000000000e+02,4.089418371614341840e-08
1.300000000000000000e+02,2.916442865558487612e-08
1.310000000000000000e+02,3.343074797566945087e-08
1.320000000000000000e+02,3.421540314343895984e-08
1.330000000000000000e+02,4.160769509859860864e-08
1.340000000000000000e+02,3.087623342646258276e-08
1.350000000000000000e+02,2.694240958746391124e-08
1.360000000000000000e+02,3.837607598782939724e-08
1.370000000000000000e+02,4.593549304528708872e-08
1.380000000000000000e+02,3.467365719380566782e-08
1.390000000000000000e+02,3.988545998833235660e-08
1.400000000000000000e+02,3.931567169158844903e-08
1.410000000000000000e+02,3.636412203852376626e-08
1.420000000000000000e+02,3.029399503003023781e-08
1.430000000000000000e+02,2.611737759036300454e-08
1.440000000000000000e+02,2.189194078697532930e-08
1.450000000000000000e+02,2.849925820234663749e-08
1.460000000000000000e+02,2.775043930931039400e-08
1.470000000000000000e+02,3.160406318410910929e-08
1.480000000000000000e+02,2.972872453230436844e-08
1.490000000000000000e+02,3.165790007887640209e-08
1.500000000000000000e+02,2.681536550165363127e-08
1.510000000000000000e+02,2.465885956934289737e-08
1.520000000000000000e+02,2.973370977362847976e-08
1.530000000000000000e+02,3.278987343176006331e-08
1.540000000000000000e+02,2.648368280241353328e-08
1.550000000000000000e+02,2.225769977844603578e-08
1.560000000000000000e+02,2.372271911629030791e-08
1.570000000000000000e+02,2.418394540139314338e-08
1.580000000000000000e+02,2.454018238981708765e-08
1.590000000000000000e+02,1.884881761086767788e-08
1.600000000000000000e+02,1.789332462960593006e-08
1.610000000000000000e+02,2.608405984585842965e-08
1.620000000000000000e+02,2.946737307824710195e-08
1.630000000000000000e+02,2.588630164536942178e-08
1.640000000000000000e+02,1.931755835281252195e-08
1.650000000000000000e+02,2.138869322047643449e-08
1.660000000000000000e+02,2.302741359471181894e-08
1.670000000000000000e+02,2.108542431397293456e-08
1.680000000000000000e+02,1.836067424919238816e-08
1.690000000000000000e+02,2.043987159962155675e-08
1.700000000000000000e+02,1.736169421875629592e-08
1.710000000000000000e+02,1.730642119035687220e-08
1.720000000000000000e+02,1.878288015106947921e-08
1.730000000000000000e+02,1.765215442444611309e-08
1.740000000000000000e+02,2.059013861014929329e-08
1.750000000000000000e+02,1.918362735880853162e-08
1.760000000000000000e+02,1.917231474454119506e-08
1.770000000000000000e+02,1.940086256728235188e-08
