Q,Intensity
1.000000000000000000e+00,8.017097905586312854e-05
2.000000000000000000e+00,2.895152058024095740e-05
3.000000000000000000e+00,1.432060925088004695e-05
4.000000000000000000e+00,2.225643443147490609e-05
5.000000000000000000e+00,1.827109594239673939e-05
6.000000000000000000e+00,9.198948206187433871e-06
7.000000000000000000e+00,5.716490439321268554e-06
8.000000000000000000e+00,8.624039874668600742e-06
9.000000000000000000e+00,9.515772213721914656e-06
1.000000000000000000e+01,5.895673659569520810e-06
1.100000000000000000e+01,4.759587666870829566e-06
1.200000000000000000e+01,6.490855363105303080e-06
1.300000000000000000e+01,5.554034495621009806e-06
1.400000000000000000e+01,4.594277684204176596e-06
1.500000000000000000e+01,3.722752133423166293e-06
1.600000000000000000e+01,4.620967747633300586e-06
1.700000000000000000e+01,4.013536244428629547e-06
1.800000000000000000e+01,4.341610297316811971e-06
1.900000000000000000e+01,2.852104933602247814e-06
2.000000000000000000e+01,3.253148046210460837e-06
2.100000000000000000e+01,2.775391061797737969e-06
2.200000000000000000e+01,2.679484474047717322e-06
2.300000000000000000e+01,2.793794343231695867e-06
2.400000000000000000e+01,2.293810517806527719e-06
2.500000000000000000e+01,2.232017165424685681e-06
2.600000000000000000e+01,1.813091782201720576e-06
2.700000000000000000e+01,2.106259005615838592e-06
2.800000000000000000e+01,2.189674797734498615e-06
2.900000000000000000e+01,1.765042821108921711e-06
3.000000000000000000e+01,1.588004497576436824e-06
3.100000000000000000e+01,1.160519099643207047e-06
3.200000000000000000e+01,2.088136548687485802e-06
3.300000000000000000e+01,1.515066581771720613e-06
3.400000000000000000e+01,1.345897358671026753e-06
3.500000000000000000e+01,1.174512477320057526e-06
3.600000000000000000e+01,1.187268274934718382e-06
3.700000000000000000e+01,1.232038830764064433e-06
3.800000000000000000e+01,1.426400123333509201e-06
3.900000000000000000e+01,9.913059506738283945e-07
4.000000000000000000e+01,9.065632030840660726e-07
4.100000000000000000e+01,8.660230489120645509e-07
4.200000000000000000e+01,9.244172088083421220e-07
4.300000000000000000e+01,9.378047640206139926e-07
4.400000000000000000e+01,1.075852534596345204e-06
4.500000000000000000e+01,7.433991690759474120e-07
4.600000000000000000e+01,5.001284827251391538e-07
4.700000000000000000e+01,6.611816941825549753e-07
4.800000000000000000e+01,6.470590426531788603e-07
4.900000000000000000e+01,6.691657269816369217e-07
5.000000000000000000e+01,5.174644435395955623e-07
5.100000000000000000e+01,5.797456841669290716e-07
5.200000000000000000e+01,6.464507381067326087e-07
5.300000000000000000e+01,4.846510743289244600e-07
5.400000000000000000e+01,3.430454422121896157e-07
5.500000000000000000e+01,3.436047134574305378e-07
5.600000000000000000e+01,4.562193877116226519e-07
5.700000000000000000e+01,5.408438463579773980e-07
5.800000000000000000e+01,3.644058390038189663e-07
5.900000000000000000e+01,2.411313407392393553e-07
6.000000000000000000e+01,3.702677997127247589e-07
6.100000000000000000e+01,3.319549185256097292e-07
6.200000000000000000e+01,3.345813655655101096e-07
6.300000000000000000e+01,2.099095090020430143e-07
6.400000000000000000e+01,2.176593309734839909e-07
6.500000000000000000e+01,2.846834899723158262e-07
6.600000000000000000e+01,2.585702670136497053e-07
6.700000000000000000e+01,2.003540824845427903e-07
6.800000000000000000e+01,1.751407192272645840e-07
6.900000000000000000e+01,1.718440787313787296e-07
7.000000000000000000e+01,2.416512601379852285e-07
7.100000000000000000e+01,1.837615167923782713e-07
7.200000000000000000e+01,2.031162852684428516e-07
7.300000000000000000e+01,1.432028467905905221e-07
7.400000000000000000e+01,1.271182722381799154e-07
7.500000000000000000e+01,1.132718393356464222e-07
7.600000000000000000e+01,1.018234034967596813e-07
7.700000000000000000e+01,1.155432647249592165e-07
7.800000000000000000e+01,1.036375447344934813e-07
7.900000000000000000e+01,1.265213610143791629e-07
8.000000000000000000e+01,1.053209983812094542e-07
8.100000000000000000e+01,9.118319763149426002e-08
8.200000000000000000e+01,1.096825176560233632e-07
8.300000000000000000e+01,1.019973389948110850e-07
8.400000000000000000e+01,9.109371385690148936e-08
8.500000000000000000e+01,8.500991207230061806e-08
8.600000000000000000e+01,6.453011940902412803e-08
8.700000000000000000e+01,7.561503790324257742e-08
8.800000000000000000e+01,7.664260438738449618e-08
8.900000000000000000e+01,6.601569292656651677e-08
9.000000000000000000e+01,5.317905771909775685e-08
9.100000000000000000e+01,5.539017312944061095e-08
9.200000000000000000e+01,7.004903754321715406e-08
9.300000000000000000e+01,6.844670932338925879e-08
9.400000000000000000e+01,5.880992534409523776e-08
9.500000000000000000e+01,5.485752796112907145e-08
9.600000000000000000e+01,5.252204687102266088e-08
9.700000000000000000e+01,5.124636073014560011e-08
9.800000000000000000e+01,4.255965138437280128e-08
9.900000000000000000e+01,4.800840643039234219e-08
1.000000000000000000e+02,5.876574854077280359e-08
1.010000000000000000e+02,5.464999270663824253e-08
1.020000000000000000e+02,4.707931601669238140e-08
1.030000000000000000e+02,4.215821872707851963e-08
1.040000000000000000e+02,4.669965204562970741e-08
1.050000000000000000e+02,5.547854471936228855e-08
1.060000000000000000e+02,5.059359519891015276e-08
1.070000000000000000e+02,3.721870076370087408e-08
1.080000000000000000e+02,4.258580757816351032e-08
1.090000000000000000e+02,4.400205605516787511e-08
1.100000000000000000e+02,4.559959345100718997e-08
1.110000000000000000e+02,3.824554911341367730e-08
1.120000000000000000e+02,3.669746519642082626e-08
1.130000000000000000e+02,5.195489795356221104e-08
1.140000000000000000e+02,4.642467952921040355e-08
1.150000000000000000e+02,3.789073290794660587e-08
1.160000000000000000e+02,3.340161543205820859e-08
1.170000000000000000e+02,3.302763924530888470e-08
1.180000000000000000e+02,4.230026668537841030e-08
1.190000000000000000e+02,4.057930577896282218e-08
1.200000000000000000e+02,3.464414384406012464e-08
1.210000000000000000e+02,4.632636922517220382e-08
1.220000000000000000e+02,4.702006019959017784e-08
1.230000000000000000e+02,3.968805766184576282e-08
1.240000000000000000e+02,3.666414317135696805e-08
1.250000000000000000e+02,2.931792748723118339e-08
1.260000000000000000e+02,3.569863706169403614e-08
1.270000000000000000e+02,3.328005607343574701e-08
1.280000000000000000e+02,2.605792642736243371e-08
1.290000000000000000e+02,3.827401415347180228e-08
1.300000000000000000e+02,4.290051327921475795e-08
1.310000000000000000e+02,3.601551598719206867e-08
1.320000000000000000e+02,3.647769716352566964e-08
1.330000000000000000e+02,3.588385945045195290e-08
1.340000000000000000e+02,4.196751333338066950e-08
1.350000000000000000e+02,3.190386501211264293e-08
1.360000000000000000e+02,3.228254852327802906e-08
1.370000000000000000e+02,2.923818055942632590e-08
1.380000000000000000e+02,3.628411075831373484e-08
1.390000000000000000e+02,3.022132658452908018e-08
1.400000000000000000e+02,2.204930278159748297e-08
1.410000000000000000e+02,2.875485974905828054e-08
1.420000000000000000e+02,3.788910395887648033e-08
1.430000000000000000e+02,3.512946907602467163e-08
1.440000000000000000e+02,2.695430057745508079e-08
1.450000000000000000e+02,2.373059395707721966e-08
1.460000000000000000e+02,2.913463276829761935e-08
1.470000000000000000e+02,2.538104100219998008e-08
1.480000000000000000e+02,2.002614665592475530e-08
1.490000000000000000e+02,2.001792659679720373e-08
1.500000000000000000e+02,2.702302803148151027e-08
1.510000000000000000e+02,3.137375198458152602e-08
1.520000000000000000e+02,2.502725747937224045e-08
1.530000000000000000e+02,2.469673719697688151e-08
1.540000000000000000e+02,2.883225474472798820e-08
1.550000000000000000e+02,2.756460638171724640e-08
1.560000000000000000e+02,2.780964704557933805e-08
1.570000000000000000e+02,2.240213151865109797e-08
1.580000000000000000e+02,2.021383853197205072e-08
1.590000000000000000e+02,2.037822179300237309e-08
1.600000000000000000e+02,1.982624675819948413e-08
1.610000000000000000e+02,2.105414954488123596e-08
1.620000000000000000e+02,2.134539941251415260e-08
1.630000000000000000e+02,2.062351131272928853e-08
1.640000000000000000e+02,1.827627568447872132e-08
1.650000000000000000e+02,2.222803809772191431e-08
1.660000000000000000e+02,2.165677144231362341e-08
1.670000000000000000e+02,2.188364922040733315e-08
1.680000000000000000e+02,1.370419800587472281e-08
1.690000000000000000e+02,1.394063646019049256e-08
1.700000000000000000e+02,1.904661683398350980e-08
1.710000000000000000e+02,2.187389915726167100e-08
1.720000000000000000e+02,1.778931561111367051e-08
1.730000000000000000e+02,1.638472524779898496e-08
1.740000000000000000e+02,1.771985346149492163e-08
1.750000000000000000e+02,2.056618001095700129e-08
1.760000000000000000e+02,1.716871573575964004e-08
1.770000000000000000e+02,1.435621612599466430e-08
1.780000000000000000e+02,1.167585700941560058e-08
1.790000000000000000e+02,1.454713364629629707e-08
1.800000000000000000e+02,1.585165018712538666e-08
1.810000000000000000e+02,1.475552062692920163e-08
