Q,Intensity
1.000000000000000000e+00,3.118286800901260846e-04
2.000000000000000000e+00,5.301179274905655579e-05
3.000000000000000000e+00,3.848081229431556214e-05
4.000000000000000000e+00,2.541552347801619003e-05
5.000000000000000000e+00,1.575060204756547065e-05
6.000000000000000000e+00,1.212593285542281818e-05
7.000000000000000000e+00,1.459474205432804197e-05
8.000000000000000000e+00,8.450592084196001424e-06
9.000000000000000000e+00,1.472871455534825640e-05
1.000000000000000000e+01,1.019391214895826907e-05
1.100000000000000000e+01,8.084862988996101721e-06
1.200000000000000000e+01,6.117708379409303157e-06
1.300000000000000000e+01,7.728067401225372998e-06
1.400000000000000000e+01,6.684289917242871721e-06
1.500000000000000000e+01,6.147492169158500066e-06
1.600000000000000000e+01,3.908294730522450416e-06
1.700000000000000000e+01,3.916428010919425530e-06
1.800000000000000000e+01,5.326404544174753818e-06
1.900000000000000000e+01,6.271540060738719516e-06
2.000000000000000000e+01,4.704975634561250145e-06
2.100000000000000000e+01,2.729706587370536849e-06
2.200000000000000000e+01,2.750108504632735385e-06
2.300000000000000000e+01,3.319528112820562380e-06
2.400000000000000000e+01,3.432472259209077397e-06
2.500000000000000000e+01,3.599058174726939010e-06
2.600000000000000000e+01,2.972041518653489020e-06
2.700000000000000000e+01,2.601135016463397256e-06
2.800000000000000000e+01,2.523165658513948656e-06
2.900000000000000000e+01,1.830406968120995219e-06
3.000000000000000000e+01,2.150704880110848160e-06
3.100000000000000000e+01,2.062989731299705776e-06
3.200000000000000000e+01,2.244465242682280995e-06
3.300000000000000000e+01,2.503346608569652008e-06
3.400000000000000000e+01,2.356098378319448762e-06
3.500000000000000000e+01,1.907801289890275767e-06
3.600000000000000000e+01,1.689666754252877656e-06
3.700000000000000000e+01,1.671363654695897996e-06
3.800000000000000000e+01,1.370102042348783196e-06
3.900000000000000000e+01,1.151389784412807965e-06
4.000000000000000000e+01,1.196818202263351949e-06
4.100000000000000000e+01,1.066689951987508662e-06
4.200000000000000000e+01,1.553771913769502037e-06
4.300000000000000000e+01,1.527917764671452627e-06
4.400000000000000000e+01,1.300173767117755455e-06
4.500000000000000000e+01,1.322867219906274071e-06
4.600000000000000000e+01,1.207011092784825627e-06
4.700000000000000000e+01,1.250363039532726966e-06
4.800000000000000000e+01,9.820591939335888930e-07
4.900000000000000000e+01,8.324644731308122255e-07
