Q,Intensity
1.000000000000000000e+00,3.243678663760051644e-04
2.000000000000000000e+00,6.153464356033372417e-05
3.000000000000000000e+00,3.305756604404959647e-05
4.000000000000000000e+00,2.699743681327510834e-05
5.000000000000000000e+00,1.756289974109610333e-05
6.000000000000000000e+00,1.657572454496376982e-05
7.000000000000000000e+00,1.159030287636554265e-05
8.000000000000000000e+00,1.092628756277426550e-05
9.000000000000000000e+00,1.192566252220585041e-05
1.000000000000000000e+01,9.175685990684690065e-06
1.100000000000000000e+01,6.643657130476228756e-06
1.200000000000000000e+01,8.099142237077269624e-06
1.300000000000000000e+01,6.771197530055745571e-06
1.400000000000000000e+01,8.114731346343900025e-06
1.500000000000000000e+01,5.661751772807485522e-06
1.600000000000000000e+01,4.273004914047454424e-06
1.700000000000000000e+01,5.391768189953398581e-06
1.800000000000000000e+01,4.368321030480891534e-06
1.900000000000000000e+01,4.861516505863981236e-06
2.000000000000000000e+01,4.473693219338017084e-06
2.100000000000000000e+01,3.340231199026648505e-06
2.200000000000000000e+01,3.514743790435421756e-06
2.300000000000000000e+01,3.296818794077633239e-06
2.400000000000000000e+01,4.064348626877602565e-06
2.500000000000000000e+01,3.549930357078007919e-06
2.600000000000000000e+01,2.683923148328558520e-06
2.700000000000000000e+01,2.629312209485545646e-06
2.800000000000000000e+01,2.299151816077911851e-06
2.900000000000000000e+01,2.344281562221494431e-06
3.000000000000000000e+01,2.170343124940473328e-06
3.100000000000000000e+01,2.008114092393577427e-06
3.200000000000000000e+01,2.707041201720576369e-06
3.300000000000000000e+01,2.457088538532804349e-06
3.400000000000000000e+01,2.037440066730457536e-06
3.500000000000000000e+01,1.830178736630471413e-06
3.600000000000000000e+01,1.883791044873192062e-06
3.700000000000000000e+01,1.637018972684286108e-06
3.800000000000000000e+01,1.654054646534997428e-06
3.900000000000000000e+01,1.256851504689219312e-06
4.000000000000000000e+01,1.114899413487306312e-06
4.100000000000000000e+01,1.181452881953601871e-06
4.200000000000000000e+01,1.336378239555512765e-06
4.300000000000000000e+01,1.504916382711053994e-06
4.400000000000000000e+01,1.436240705445919084e-06
4.500000000000000000e+01,1.076014866761455390e-06
4.600000000000000000e+01,1.080168465658243181e-06
4.700000000000000000e+01,9.870227304106603234e-07
4.800000000000000000e+01,1.058239520173416534e-06
4.900000000000000000e+01,9.759026431901173945e-07
5.000000000000000000e+01,8.733304582216180373e-07
5.100000000000000000e+01,1.014267053573433251e-06
5.200000000000000000e+01,6.934705416943632844e-07
5.300000000000000000e+01,7.056113101557557179e-07
5.400000000000000000e+01,6.163763142463210860e-07
5.500000000000000000e+01,7.091542704554119743e-07
5.600000000000000000e+01,7.520648010743411941e-07
5.700000000000000000e+01,7.463689779192220454e-07
5.800000000000000000e+01,8.113220694391022796e-07
5.900000000000000000e+01,7.609242444021143366e-07
6.000000000000000000e+01,5.854512399204514198e-07
6.100000000000000000e+01,5.312696674117251149e-07
6.200000000000000000e+01,5.543204678071456925e-07
6.300000000000000000e+01,4.662303379640275382e-07
6.400000000000000000e+01,5.083608917164695782e-07
6.500000000000000000e+01,5.199393367068899259e-07
6.600000000000000000e+01,5.095313470079715856e-07
6.700000000000000000e+01,4.726622259014646309e-07
6.800000000000000000e+01,5.120791351781333076e-07
6.900000000000000000e+01,4.009632972478527531e-07
7.000000000000000000e+01,3.126940760622637427e-07
7.100000000000000000e+01,3.170833022060517674e-07
7.200000000000000000e+01,2.835962183281766326e-07
7.300000000000000000e+01,3.354337485903967578e-07
7.400000000000000000e+01,3.551725859849157532e-07
7.500000000000000000e+01,3.442550481926873661e-07
7.600000000000000000e+01,3.975794162609736996e-07
7.700000000000000000e+01,3.765267950519164673e-07
7.800000000000000000e+01,3.403881133800251203e-07
7.900000000000000000e+01,3.351258307314476499e-07
8.000000000000000000e+01,2.971288058069170109e-07
8.100000000000000000e+01,2.575029831272279395e-07
8.200000000000000000e+01,2.329923895881462549e-07
8.300000000000000000e+01,2.377358652466723182e-07
8.400000000000000000e+01,1.968015016982155656e-07
8.500000000000000000e+01,2.266243247517401151e-07
8.600000000000000000e+01,2.144362589199117263e-07
8.700000000000000000e+01,2.368230888857331984e-07
8.800000000000000000e+01,2.610267188413546582e-07
8.900000000000000000e+01,2.150714823473362713e-07
9.000000000000000000e+01,2.139339460319481549e-07
9.100000000000000000e+01,2.027971421693441456e-07
9.200000000000000000e+01,1.557104705942847151e-07
9.300000000000000000e+01,1.587498696238100831e-07
9.400000000000000000e+01,1.407178306831126914e-07
9.500000000000000000e+01,1.196278847253650490e-07
9.600000000000000000e+01,1.266923268402379151e-07
9.700000000000000000e+01,1.169077034531676808e-07
9.800000000000000000e+01,1.493227939978414295e-07
9.900000000000000000e+01,1.738576193239126403e-07
1.000000000000000000e+02,1.671786445210534259e-07
1.010000000000000000e+02,1.668308051471029158e-07
1.020000000000000000e+02,1.517910045780636174e-07
1.030000000000000000e+02,1.517033251108651312e-07
1.040000000000000000e+02,1.312500883937091615e-07
1.050000000000000000e+02,1.522594575359563160e-07
1.060000000000000000e+02,1.478078426262129982e-07
1.070000000000000000e+02,1.301701718375605433e-07
1.080000000000000000e+02,1.268277654843618913e-07
1.090000000000000000e+02,1.007632417607828524e-07
1.100000000000000000e+02,9.791066970247708630e-08
1.110000000000000000e+02,1.052883387475674612e-07
1.120000000000000000e+02,1.112833711267620941e-07
1.130000000000000000e+02,1.052533971605438922e-07
1.140000000000000000e+02,9.705608379522271028e-08
1.150000000000000000e+02,1.121473135976403770e-07
1.160000000000000000e+02,1.218360855490929434e-07
1.170000000000000000e+02,1.089813040492011851e-07
1.180000000000000000e+02,9.988050190759692390e-08
1.190000000000000000e+02,8.475433263269912716e-08
1.200000000000000000e+02,1.025615795649124746e-07
1.210000000000000000e+02,1.001036939137428987e-07
1.220000000000000000e+02,9.327406467360559747e-08
1.230000000000000000e+02,8.423652130038955222e-08
1.240000000000000000e+02,8.128090880939347206e-08
1.250000000000000000e+02,7.627920939451646907e-08
1.260000000000000000e+02,7.124973945676096727e-08
1.270000000000000000e+02,5.855126129199527882e-08
1.280000000000000000e+02,6.461861442744242552e-08
1.290000000000000000e+02,6.868511100640137367e-08
1.300000000000000000e+02,6.843197573989079906e-08
1.310000000000000000e+02,7.160718903885875937e-08
1.320000000000000000e+02,7.472546205836162634e-08
1.330000000000000000e+02,6.980850707580151939e-08
1.340000000000000000e+02,7.225472023129800071e-08
1.350000000000000000e+02,7.827813336324595074e-08
1.360000000000000000e+02,7.323228235560201460e-08
1.370000000000000000e+02,6.688058327652056069e-08
1.380000000000000000e+02,6.717927969428326252e-08
1.390000000000000000e+02,6.839105235412886813e-08
1.400000000000000000e+02,6.298695315880423343e-08
1.410000000000000000e+02,6.136594493727212216e-08
1.420000000000000000e+02,5.610065399257839272e-08
1.430000000000000000e+02,6.051698709855813756e-08
1.440000000000000000e+02,5.352940000291460485e-08
1.450000000000000000e+02,4.476522005210611334e-08
1.460000000000000000e+02,4.179304420210674294e-08
1.470000000000000000e+02,3.940663593328748642e-08
1.480000000000000000e+02,3.965817106218064406e-08
1.490000000000000000e+02,4.973293111032333539e-08
1.500000000000000000e+02,4.314093833785909131e-08
1.510000000000000000e+02,4.204765960053012126e-08
1.520000000000000000e+02,3.989512429916920542e-08
1.530000000000000000e+02,4.089082598484304964e-08
1.540000000000000000e+02,4.603720111930043995e-08
1.550000000000000000e+02,4.842690069333954890e-08
1.560000000000000000e+02,4.772055440891294839e-08
1.570000000000000000e+02,5.219496341824633056e-08
1.580000000000000000e+02,4.153001255425012530e-08
1.590000000000000000e+02,3.865543682193868073e-08
1.600000000000000000e+02,4.185581762183324282e-08
1.610000000000000000e+02,3.927221823395166393e-08
1.620000000000000000e+02,3.617612501570733526e-08
1.630000000000000000e+02,3.481702907125336377e-08
1.640000000000000000e+02,3.219223706138128886e-08
1.650000000000000000e+02,3.558478475661954004e-08
1.660000000000000000e+02,3.792550297131127399e-08
1.670000000000000000e+02,3.710724335432243559e-08
1.680000000000000000e+02,3.042428589476708187e-08
1.690000000000000000e+02,2.655445878683251028e-08
1.700000000000000000e+02,2.601058438940062375e-08
