Q,Intensity
1.000000000000000000e+00,4.875947894643219800e-04
2.000000000000000000e+00,5.432782873445536533e-05
3.000000000000000000e+00,2.227399993707924902e-05
4.000000000000000000e+00,1.545261636397884508e-05
5.000000000000000000e+00,1.812041939759506873e-05
6.000000000000000000e+00,1.512273807377970950e-05
7.000000000000000000e+00,1.147221344437243117e-05
8.000000000000000000e+00,9.594346283315635874e-06
9.000000000000000000e+00,8.886976682732058080e-06
1.000000000000000000e+01,9.348177188311572141e-06
1.100000000000000000e+01,8.509400151405374321e-06
1.200000000000000000e+01,6.590130078193853511e-06
1.300000000000000000e+01,6.536440114398242957e-06
1.400000000000000000e+01,6.233913817464262336e-06
1.500000000000000000e+01,6.410104131987070042e-06
1.600000000000000000e+01,5.174781701483532565e-06
1.700000000000000000e+01,4.039532517643800243e-06
1.800000000000000000e+01,4.503867520659692241e-06
1.900000000000000000e+01,4.146879147045357671e-06
2.000000000000000000e+01,4.461805049974165176e-06
2.100000000000000000e+01,3.798802859125600849e-06
2.200000000000000000e+01,3.243460856888776679e-06
2.300000000000000000e+01,3.067279561099750117e-06
2.400000000000000000e+01,2.914035446763058535e-06
2.500000000000000000e+01,2.843784792012980869e-06
2.600000000000000000e+01,3.624661858247695009e-06
2.700000000000000000e+01,2.977706362836446185e-06
2.800000000000000000e+01,2.961131922596138695e-06
2.900000000000000000e+01,2.197216231025593541e-06
3.000000000000000000e+01,2.137863860342926457e-06
3.100000000000000000e+01,2.115120123150877876e-06
3.200000000000000000e+01,1.849002317661404447e-06
3.300000000000000000e+01,2.362901244273888661e-06
3.400000000000000000e+01,2.346143672762291426e-06
3.500000000000000000e+01,1.961142619463676709e-06
3.600000000000000000e+01,2.086213065874839231e-06
3.700000000000000000e+01,1.858307720242242433e-06
3.800000000000000000e+01,1.657151291154429363e-06
3.900000000000000000e+01,1.424885845905184418e-06
4.000000000000000000e+01,1.223845029567132403e-06
4.100000000000000000e+01,1.152427470671818343e-06
4.200000000000000000e+01,1.307632016768058213e-06
4.300000000000000000e+01,1.100273368065863197e-06
4.400000000000000000e+01,1.244477905369655668e-06
4.500000000000000000e+01,1.427227390077323425e-06
4.600000000000000000e+01,1.429352214674248293e-06
4.700000000000000000e+01,1.332704656444403582e-06
4.800000000000000000e+01,1.094454141009937863e-06
4.900000000000000000e+01,1.201620651881415829e-06
5.000000000000000000e+01,1.080735701404069971e-06
5.100000000000000000e+01,9.867146050826627408e-07
5.200000000000000000e+01,7.345005259676755501e-07
5.300000000000000000e+01,7.317708941029921202e-07
5.400000000000000000e+01,6.830887860233804926e-07
5.500000000000000000e+01,7.273828037045795774e-07
5.600000000000000000e+01,7.657994932555283489e-07
5.700000000000000000e+01,6.056613187837240653e-07
5.800000000000000000e+01,6.503098539973487911e-07
5.900000000000000000e+01,7.742441551260993971e-07
6.000000000000000000e+01,8.638233681559548098e-07
6.100000000000000000e+01,9.288207127707434064e-07
6.200000000000000000e+01,7.869084274652414307e-07
6.300000000000000000e+01,6.259438981962238747e-07
