Q,Intensity
1.000000000000000000e+00,3.243711458967259089e-04
2.000000000000000000e+00,6.417759424751646167e-05
3.000000000000000000e+00,3.023559844116725808e-05
4.000000000000000000e+00,2.517795738556522091e-05
5.000000000000000000e+00,1.866252014288989541e-05
6.000000000000000000e+00,1.603366784965556968e-05
7.000000000000000000e+00,1.118384781617241630e-05
8.000000000000000000e+00,1.107407629830343916e-05
9.000000000000000000e+00,1.050477115304278243e-05
1.000000000000000000e+01,9.323918583245891087e-06
1.100000000000000000e+01,8.441600962004670210e-06
1.200000000000000000e+01,5.536576319822219783e-06
1.300000000000000000e+01,6.410586044792679546e-06
1.400000000000000000e+01,8.017994949810988657e-06
1.500000000000000000e+01,7.087929731364926250e-06
1.600000000000000000e+01,4.339943461737376642e-06
1.700000000000000000e+01,4.279469817547386945e-06
1.800000000000000000e+01,4.912349108649959097e-06
1.900000000000000000e+01,5.715660630090977994e-06
2.000000000000000000e+01,4.936632402577934708e-06
2.100000000000000000e+01,3.551710918226225374e-06
2.200000000000000000e+01,3.253083852357527214e-06
2.300000000000000000e+01,2.632359456201874507e-06
2.400000000000000000e+01,3.523793116183209472e-06
2.500000000000000000e+01,4.224752263867284584e-06
2.600000000000000000e+01,3.696224476172372188e-06
2.700000000000000000e+01,2.498900037342880570e-06
2.800000000000000000e+01,2.122775385339727758e-06
2.900000000000000000e+01,2.276817593325156181e-06
3.000000000000000000e+01,1.663556271984757673e-06
3.100000000000000000e+01,1.904897212137791735e-06
3.200000000000000000e+01,2.686328131208778895e-06
3.300000000000000000e+01,2.970841836668752981e-06
3.400000000000000000e+01,2.258137834473705559e-06
3.500000000000000000e+01,1.971145993183462613e-06
3.600000000000000000e+01,1.580792488508797903e-06
3.700000000000000000e+01,1.546829263187044901e-06
3.800000000000000000e+01,1.599757454797085269e-06
3.900000000000000000e+01,1.149677138027688504e-06
4.000000000000000000e+01,1.028104083754273353e-06
4.100000000000000000e+01,1.090045913379532959e-06
4.200000000000000000e+01,1.407724343389363880e-06
4.300000000000000000e+01,1.368138006400281182e-06
4.400000000000000000e+01,1.527981010786574659e-06
4.500000000000000000e+01,1.425568474909929534e-06
4.600000000000000000e+01,1.161143536351551227e-06
4.700000000000000000e+01,1.053040970648511807e-06
4.800000000000000000e+01,9.556708254721236268e-07
4.900000000000000000e+01,9.546551335263241716e-07
5.000000000000000000e+01,7.990451062661015744e-07
5.100000000000000000e+01,7.637489886332454592e-07
5.200000000000000000e+01,8.295498811764226215e-07
5.300000000000000000e+01,5.606410129160112751e-07
5.400000000000000000e+01,6.235739488917015399e-07
5.500000000000000000e+01,7.079626434479397687e-07
5.600000000000000000e+01,7.254299437957539530e-07
5.700000000000000000e+01,8.379786935988094793e-07
5.800000000000000000e+01,7.187296143143652210e-07
5.900000000000000000e+01,7.850258945873902609e-07
6.000000000000000000e+01,7.130981977503513598e-07
6.100000000000000000e+01,6.084948755359569410e-07
6.200000000000000000e+01,5.268743767524079297e-07
6.300000000000000000e+01,4.663209297158506694e-07
6.400000000000000000e+01,4.925311889044716265e-07
6.500000000000000000e+01,5.333731829752852427e-07
6.600000000000000000e+01,4.806185439116702768e-07
6.700000000000000000e+01,3.818655768877760891e-07
6.800000000000000000e+01,4.239737543538416771e-07
6.900000000000000000e+01,4.557440901208351164e-07
7.000000000000000000e+01,3.324189425933618609e-07
7.100000000000000000e+01,2.559844266690866324e-07
7.200000000000000000e+01,2.591537480201484569e-07
7.300000000000000000e+01,3.195184618910623758e-07
7.400000000000000000e+01,3.772419213931154441e-07
7.500000000000000000e+01,3.544267762648229279e-07
7.600000000000000000e+01,3.804462922244342350e-07
7.700000000000000000e+01,3.335609141315049461e-07
7.800000000000000000e+01,3.130623837045285352e-07
7.900000000000000000e+01,3.729562729180353272e-07
8.000000000000000000e+01,3.729284870386736275e-07
8.100000000000000000e+01,2.807503696158841521e-07
8.200000000000000000e+01,2.520290095250879193e-07
8.300000000000000000e+01,2.242194582457295764e-07
8.400000000000000000e+01,2.038384458595239054e-07
8.500000000000000000e+01,2.231094279808459980e-07
8.600000000000000000e+01,2.227753758617967498e-07
8.700000000000000000e+01,2.359249184952088496e-07
8.800000000000000000e+01,2.505591829378241711e-07
8.900000000000000000e+01,1.795616100933891063e-07
9.000000000000000000e+01,1.676763261974545934e-07
9.100000000000000000e+01,1.709242758444318356e-07
9.200000000000000000e+01,2.001267678253147622e-07
9.300000000000000000e+01,1.748484771656618451e-07
9.400000000000000000e+01,1.253390239652133785e-07
9.500000000000000000e+01,1.343021233089915609e-07
9.600000000000000000e+01,1.387494313049453033e-07
9.700000000000000000e+01,1.360300363766390823e-07
9.800000000000000000e+01,1.473524003625538746e-07
9.900000000000000000e+01,1.429577132266579102e-07
1.000000000000000000e+02,1.569243240954756416e-07
1.010000000000000000e+02,1.481838434529689059e-07
1.020000000000000000e+02,1.504578770023604560e-07
1.030000000000000000e+02,1.473624542152712253e-07
1.040000000000000000e+02,1.366287740756194747e-07
1.050000000000000000e+02,1.285226079788251288e-07
1.060000000000000000e+02,1.594757296890740753e-07
1.070000000000000000e+02,1.601781166057197893e-07
1.080000000000000000e+02,1.384951890827999797e-07
1.090000000000000000e+02,1.171923241076302586e-07
1.100000000000000000e+02,1.043302868513936982e-07
1.110000000000000000e+02,1.117703366046825428e-07
1.120000000000000000e+02,9.842451258920314536e-08
1.130000000000000000e+02,1.046967352036937876e-07
1.140000000000000000e+02,1.116114744399549660e-07
1.150000000000000000e+02,1.043087666049765233e-07
1.160000000000000000e+02,1.085874087056670155e-07
1.170000000000000000e+02,1.189095251739325857e-07
1.180000000000000000e+02,1.086488928546468612e-07
1.190000000000000000e+02,8.795179962368032937e-08
1.200000000000000000e+02,9.466121042265161049e-08
1.210000000000000000e+02,9.302677215047866871e-08
1.220000000000000000e+02,1.014829196230388896e-07
1.230000000000000000e+02,9.495665241173833768e-08
1.240000000000000000e+02,7.886762314045107004e-08
1.250000000000000000e+02,6.441271669909322790e-08
1.260000000000000000e+02,6.454558031031366966e-08
1.270000000000000000e+02,6.507687874220000899e-08
1.280000000000000000e+02,6.410099404936369461e-08
1.290000000000000000e+02,5.836155091055319758e-08
